,昵称,时间,评论
674,139****2894,2015/1/26,"性价比不高, 门票, 物品很贵, 电瓶车也是天价, 服务比较单一, 没什么选择"
675,203****202,2015/5/4,"景区总体不错, 但是为什么不让带食品呢, 为什么里面的快餐那么贵呢"
676,_WeCh****52572,2015/6/6,"玩的不错, 就是交通太不方便出租车很黑, 蚊子特别多"
677,e28****16,2015/1/17,"太贵了, 便当, 元, 门票, 元, 很不值, 徒有虚名"
678,M25****379,2015/10/5,"景点卖的东西都是超级贵, 景点还是不错的, 建议大家不要走哪消费就可以了"
679,D40****442,2016/7/4,"一个字, 贵, 两个字, 无语, 三个字, 态度差"
680,wud****un,2015/3/21,"酒店不错, 价格稍贵, 如果优惠在多一些就好"
681,137****8755,2016/1/28,"性价比不高, 不如珠海的, 买东西都不给收据, 只给了我刷卡单"
682,KA****1,2008/8/21,请问香港游客可否买长者或家庭套票吗
683,108****197,2016/2/12,"人太多人太多, 票价贵, 性价比太低, 还不如四川碧峰峡"
684,望都杨大眼,2016/2/11,"人多服务跟不上, 什么都是高价巨宰, 真是让人印象深刻"
685,M22****302,2015/8/24,"动物园很一般, 园内的东西很贵, 游玩起来又累又无聊"
686,五星,2016/2/11,"烂摊子, 旅途家具特价咯在我们利库路特卡尺健康教育"
687,138****2315,2015/8/16,"网上订票不成功, 还要特定银行才行, 不知道哪里原因"
688,McTony,2016/4/26,"太坑坑爹, 非常坑, 坑的我真心无言以对"
689,_m13****1718,2015/8/19,"进门指纹识别系统很烂, 看门的很凶, 千万别订套票"
690,186****3317,2015/9/15,"真的花几大千去长隆这里太不值, 不会在去了"
691,M31****726,2016/4/3,"性价比极低, 不值得千里迢迢过去看, 很失望"
692,M28****933,2015/11/20,"一般般没有什么好玩的, 烧钱的地方"
693,135****0933,2016/2/11,"人挤人, 挤半天看到几个灰不溜秋的身姿"
694,M22****269,2015/8/7,"还不错, 就是很黑, 熊猫餐厅一般, 人很多"
695,M28****251,2016/2/9,"不值得去, 无聊, 动物都没有看到几只"
696,320****048,2016/4/6,"只大熊猫, 马戏表演, 都非常不错"
697,cy****99,2016/3/23,"不值得去, 住房价格太贵, 性价比太低"
698,希宝宝,2016/3/5,"真对不起票价, 不好玩, 不推荐的"
699,jj****nz,2016/9/6,"难忘啊, 孙女和我已经是第二次来了, 动物园里的所有动物, 每一种, 每一只, 都是那么使人喜欢, 她表示, 明年还要来"
700,132****3088,2015/3/25,"放养的很少, 只有一点小段路, 有电视宣传的那样, 多数, 和其他动物园一样, 隔着玻璃, 小屋子里看看"
701,人生宛如初见,2014/6/6,"景点不错, 携程的服务极差, 不值得推荐, 建议今后再也不要用了"
702,samlzl,2014/1/31,"坑爹, 要不是孩子, 根本就不会去, 下去一次下次都不会再去了, 长隆的乐园都坑爹"
703,samlzl,2014/1/31,"坑爹, 要不是孩子, 根本就不会去, 下去一次下次都不会再去了, 长隆的乐园都坑爹"
704,劈虎眼,2014/3/25,很不满意
705,danchapiaoxiang,2019/3/2,
706,danchapiaoxiang,2019/3/2,
707,_WeCh****305746,2019/2/7,
708,kyrie_-,2019/3/14,
